Product Name,Over_All_Rating,Price,Date,Rating,Name,Comment
Review - Louis Philippe Sport Pure Cotton Slim Fit Casual Shirt,,,6 Sept 2025,4,Ali Abbas Naqvi,Wonderful texture and brilliant colour however its a bit large for 39 size.
